audience_id,audience_name,audience_type,type,category,parent,source,updated_at
"30002","High School Graduate","EXTENDED_DEMOGRAPHIC","extended_demographic","Education","Highest Level of Educational Attainment","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30004","Bachelor's Degree","EXTENDED_DEMOGRAPHIC","extended_demographic","Education","Highest Level of Educational Attainment","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30005","Advanced Degree","EXTENDED_DEMOGRAPHIC","extended_demographic","Education","Highest Level of Educational Attainment","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30007","Homeowners","EXTENDED_DEMOGRAPHIC","extended_demographic","Homeownership Status","Homeownership Status","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30008","Renters","EXTENDED_DEMOGRAPHIC","extended_demographic","Homeownership Status","Homeownership Status","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30010","Parents of Infants (0-1 years)","EXTENDED_DEMOGRAPHIC","extended_demographic","Parental Status","Parents","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30011","Parents of Toddlers (1-3 years)","EXTENDED_DEMOGRAPHIC","extended_demographic","Parental Status","Parents","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30012","Parents of Preschoolers (4-5 years)","EXTENDED_DEMOGRAPHIC","extended_demographic","Parental Status","Parents","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30013","Parents of Grade-Schoolers (6-12 years)","EXTENDED_DEMOGRAPHIC","extended_demographic","Parental Status","Parents","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30014","Parents of Teens (13-17 years)","EXTENDED_DEMOGRAPHIC","extended_demographic","Parental Status","Parents","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30016","Married","EXTENDED_DEMOGRAPHIC","extended_demographic","Marital Status","Marital Status","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30017","Single","EXTENDED_DEMOGRAPHIC","extended_demographic","Marital Status","Marital Status","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30022","Healthcare Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30023","Technology Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30024","Hospitality Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30025","Education Sector","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30026","Manufacturing Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30027","Construction Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30028","Small Employer (1-249 Employees)","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Company Size","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30030","Large Employer (250-10k Employees)","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Company Size","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30031","Very Large Employer (10k+ Employees)","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Company Size","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30032","Current College Students","EXTENDED_DEMOGRAPHIC","extended_demographic","Education","Education","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30037","In a Relationship","EXTENDED_DEMOGRAPHIC","extended_demographic","Marital Status","Marital Status","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30041","Financial Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"30042","Real Estate Industry","EXTENDED_DEMOGRAPHIC","extended_demographic","Employment","Industry","https://developers.google.com/static/google-ads/api/data/tables/extended-demographics.csv","2026-08-09"
"80001","Autos & Vehicles","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80004","Off-Road Vehicles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80006","Motorcycles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80012","Hybrid & Alternative Vehicles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80013","Motor Vehicles by Brand","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80014","Acura","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80015","Audi","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80016","BMW","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80017","Cadillac","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80018","Chevrolet","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80019","Chrysler","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80020","Citroën","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80021","Dodge","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80022","Fiat","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80023","Ford","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80024","GMC","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80025","Honda","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80026","Hyundai","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80027","Jeep","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80028","Kia","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80029","Lexus","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80030","Lincoln","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80031","Mazda","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80032","Mercedes-Benz","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80033","Mercury","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80034","Mitsubishi","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80035","Nissan","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80036","Peugeot","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80037","Pontiac","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80038","Porsche","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80039","Renault","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80040","Saturn","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80041","Subaru","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80042","Toyota","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80043","Volkswagen","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80044","Volvo","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80045","GM-Daewoo","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80046","Saab","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80047","Vauxhall-Opel","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80049","Classic Vehicles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80050","Pickup Trucks","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80051","SUVs","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80052","Vans & Minivans","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80054","Buick","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80056","Hummer","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80057","Jaguar","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80059","Land Rover","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80060","Maserati","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80061","Mini","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80063","Scion","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80064","Suzuki","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80065","Boats & Watercraft","IN_MARKET","in_market","Autos & Vehicles","Vehicles (Other)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80067","Bicycles & Accessories","IN_MARKET","in_market","Autos & Vehicles","Vehicles (Other)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80068","Scooters & Mopeds","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80069","Campers & RVs","IN_MARKET","in_market","Autos & Vehicles","Vehicles (Other)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80070","Commercial Vehicles","IN_MARKET","in_market","Autos & Vehicles","Vehicles (Other)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80079","Microcars & Subcompacts","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80080","Infiniti","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80081","Isuzu","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80093","Alfa Romeo","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80094","SEAT","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Brand","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80097","Motor Vehicles (New)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80099","Motor Vehicles (Used)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80102","Convertibles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80103","Coupes","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80104","Diesel Vehicles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80105","Hatchbacks","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80106","Luxury Vehicles","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80107","Sedans","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80108","Sports Cars","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80109","Station Wagons","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80110","Crossovers","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80111","Compact Cars","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Type","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80112","Compact Cars (Used)","IN_MARKET","in_market","Autos & Vehicles","Compact Cars","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80113","Convertibles (Used)","IN_MARKET","in_market","Autos & Vehicles","Convertibles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80114","Crossovers (Used)","IN_MARKET","in_market","Autos & Vehicles","Crossovers","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80115","Diesel Vehicles (Used)","IN_MARKET","in_market","Autos & Vehicles","Diesel Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80116","Hatchbacks (Used)","IN_MARKET","in_market","Autos & Vehicles","Hatchbacks","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80117","Hybrid & Alternative Vehicles (Used)","IN_MARKET","in_market","Autos & Vehicles","Hybrid & Alternative Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80118","Luxury Vehicles (Used)","IN_MARKET","in_market","Autos & Vehicles","Luxury Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80119","Microcars & Subcompacts (Used)","IN_MARKET","in_market","Autos & Vehicles","Microcars & Subcompacts","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80120","Motorcycles (Used)","IN_MARKET","in_market","Autos & Vehicles","Motorcycles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80121","Scooters & Mopeds (Used)","IN_MARKET","in_market","Autos & Vehicles","Scooters & Mopeds","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80122","Sedans (Used)","IN_MARKET","in_market","Autos & Vehicles","Sedans","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80123","Sports Cars (Used)","IN_MARKET","in_market","Autos & Vehicles","Sports Cars","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80124","Station Wagons (Used)","IN_MARKET","in_market","Autos & Vehicles","Station Wagons","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80127","Pickup Trucks (Used)","IN_MARKET","in_market","Autos & Vehicles","Pickup Trucks","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80128","SUVs (Used)","IN_MARKET","in_market","Autos & Vehicles","SUVs","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80129","Vans & Minivans (Used)","IN_MARKET","in_market","Autos & Vehicles","Vans & Minivans","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80130","Financial Services","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80131","Real Estate","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80132","Banking Services","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80133","Financial Planning","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80134","Insurance","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80135","Credit & Lending","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80136","Mortgage","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80137","Tax Preparation Services & Software","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80138","Business Loans","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80139","Personal Loans","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80140","Auto Loans","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80141","Credit Cards","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80142","Debit & Checking Services","IN_MARKET","in_market","Financial Services","Banking Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80143","Auto Insurance","IN_MARKET","in_market","Financial Services","Insurance","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80144","Health Insurance","IN_MARKET","in_market","Financial Services","Insurance","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80145","Life Insurance","IN_MARKET","in_market","Financial Services","Insurance","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80146","Travel Insurance","IN_MARKET","in_market","Financial Services","Insurance","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80149","Investment Services","IN_MARKET","in_market","Financial Services","Financial Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80150","Estate Planning","IN_MARKET","in_market","Financial Services","Financial Planning","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80151","Retirement Planning","IN_MARKET","in_market","Financial Services","Financial Planning","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80152","Mortgage Refinancing","IN_MARKET","in_market","Financial Services","Mortgage","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80153","Home Purchase Loans","IN_MARKET","in_market","Financial Services","Mortgage","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80155","Residential Properties (For Rent)","IN_MARKET","in_market","Real Estate","Residential Properties","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80157","Residential Properties (For Sale)","IN_MARKET","in_market","Real Estate","Residential Properties","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80158","Commercial Properties (For Sale)","IN_MARKET","in_market","Real Estate","Commercial Properties","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80159","Houses (For Rent)","IN_MARKET","in_market","Real Estate","Residential Properties (For Rent)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80160","Apartments (For Rent)","IN_MARKET","in_market","Real Estate","Residential Properties (For Rent)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80161","Commercial Properties (For Rent)","IN_MARKET","in_market","Real Estate","Commercial Properties","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80162","Furnished Apartments","IN_MARKET","in_market","Real Estate","Apartments (For Rent)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80163","Unfurnished Apartments","IN_MARKET","in_market","Real Estate","Apartments (For Rent)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80164","Preowned Houses (For Sale)","IN_MARKET","in_market","Real Estate","Houses (For Sale)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80165","Preowned Apartments (For Sale)","IN_MARKET","in_market","Real Estate","Apartments (For Sale)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80166","New Houses (For Sale)","IN_MARKET","in_market","Real Estate","Houses (For Sale)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80167","New Apartments (For Sale)","IN_MARKET","in_market","Real Estate","Apartments (For Sale)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80168","Foreclosed Properties (For Sale)","IN_MARKET","in_market","Real Estate","Residential Properties (For Sale)","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80169","Vehicles (Other)","IN_MARKET","in_market","Autos & Vehicles","Autos & Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80170","Coupes (Used)","IN_MARKET","in_market","Autos & Vehicles","Coupes","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80171","Motor Vehicles by Type","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80172","Compact Cars (New)","IN_MARKET","in_market","Autos & Vehicles","Compact Cars","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80173","Convertibles (New)","IN_MARKET","in_market","Autos & Vehicles","Convertibles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80174","Coupes (New)","IN_MARKET","in_market","Autos & Vehicles","Coupes","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80175","Crossovers (New)","IN_MARKET","in_market","Autos & Vehicles","Crossovers","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80176","Diesel Vehicles (New)","IN_MARKET","in_market","Autos & Vehicles","Diesel Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80177","Hatchbacks (New)","IN_MARKET","in_market","Autos & Vehicles","Hatchbacks","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80178","Hybrid & Alternative Vehicles (New)","IN_MARKET","in_market","Autos & Vehicles","Hybrid & Alternative Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80179","Luxury Vehicles (New)","IN_MARKET","in_market","Autos & Vehicles","Luxury Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80180","Microcars & Subcompacts (New)","IN_MARKET","in_market","Autos & Vehicles","Microcars & Subcompacts","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80181","Motorcycles (New)","IN_MARKET","in_market","Autos & Vehicles","Motorcycles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
