audience_id,audience_name,audience_type,type,category,parent,source,updated_at
"80262","Microwaves","IN_MARKET","in_market","Home & Garden","Home Appliances","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80263","Lawn Mowers","IN_MARKET","in_market","Home & Garden","Outdoor Items","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80264","BBQs & Grills","IN_MARKET","in_market","Home & Garden","Outdoor Items","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80265","Small Appliances","IN_MARKET","in_market","Home & Garden","Home Appliances","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80266","Kitchen & Bathroom Cabinets","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80267","Kitchen & Bathroom Counters","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80268","Flooring","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80269","Plumbing Fixtures","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80270","Paint","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80271","Tools","IN_MARKET","in_market","Home & Garden","Home Improvement","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80272","Juicers & Blenders","IN_MARKET","in_market","Home & Garden","Small Appliances","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80273","Mixers","IN_MARKET","in_market","Home & Garden","Small Appliances","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80274","Coffee & Espresso Makers","IN_MARKET","in_market","Home & Garden","Small Appliances","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80275","Lights & Fixtures","IN_MARKET","in_market","Home & Garden","Home Decor","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80276","Software","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80277","Antivirus & Security Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80278","Audio & Music Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80279","Business & Productivity Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80280","Design Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80281","Accounting Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80282","Video Editing & Production Software","IN_MARKET","in_market","Software","Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80283","Drawing & Animation Software","IN_MARKET","in_market","Software","Design Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80284","Photo Software","IN_MARKET","in_market","Software","Design Software","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80285","Cosmetology Education & Training","IN_MARKET","in_market","Education","Post-Secondary Education","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80286","Mobile Phones","IN_MARKET","in_market","Consumer Electronics","Consumer Electronics","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80287","Travel","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80288","Air Travel","IN_MARKET","in_market","Travel","Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80289","Car Rental","IN_MARKET","in_market","Travel","Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80290","Cruises","IN_MARKET","in_market","Travel","Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80291","Hotels & Accommodations","IN_MARKET","in_market","Travel","Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80296","Motor Vehicles by Price","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80297","$0 - $15k (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80298","$15k - $25k (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80299","$25k - $35k (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80300","$35k - $50k (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80301","$50k - $75k (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80302","$75k and above (Motor Vehicles)","IN_MARKET","in_market","Autos & Vehicles","Motor Vehicles by Price","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80303","Telecom","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80304","Cable & Satellite TV Providers","IN_MARKET","in_market","Telecom","Telecom","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80305","Internet Service Providers","IN_MARKET","in_market","Telecom","Telecom","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80306","Mobile Phone Service Providers","IN_MARKET","in_market","Telecom","Telecom","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80308","Baby & Children's Products","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80309","Baby & Children's Apparel","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80310","Diapers & Baby Hygiene Products","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80311","Toys","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80312","Child Car Seats","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80313","Strollers & Baby Carriages","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80314","Childcare & Education","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80315","Infant & Toddler Feeding","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Products","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80316","Baby & Toddler Apparel","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Apparel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80317","Children's Apparel","IN_MARKET","in_market","Baby & Children's Products","Baby & Children's Apparel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80318","Childcare","IN_MARKET","in_market","Baby & Children's Products","Childcare & Education","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80319","Early Childhood Education","IN_MARKET","in_market","Baby & Children's Products","Childcare & Education","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80320","Infant Feeding Supplies","IN_MARKET","in_market","Baby & Children's Products","Infant & Toddler Feeding","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80321","Toddler Meals","IN_MARKET","in_market","Baby & Children's Products","Infant & Toddler Feeding","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80323","Atlanta (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Atlanta","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80324","Austin (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Austin","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80325","Beijing (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Beijing","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80326","Boston (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Boston","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80327","Caribbean (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to the Caribbean","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80328","Chicago (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Chicago","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80329","Dallas-Fort Worth (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Dallas-Fort Worth","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80330","Denver (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Denver","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80331","Detroit (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Detroit","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80332","Fort Lauderdale (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Fort Lauderdale","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80333","Hawaii (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Hawaii","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80334","Houston (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Houston","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80335","Las Vegas (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Las Vegas","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80336","London, UK (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to London, UK","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80337","Los Angeles (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Los Angeles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80338","Miami (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Miami","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80339","Minneapolis-Saint Paul (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Minneapolis-Saint Paul","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80340","Nashville (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Nashville","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80341","New Orleans (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to New Orleans","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80342","New York City (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to New York City","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80343","Orlando (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Orlando","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80344","Paris (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Paris","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80345","Philadelphia (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Philadelphia","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80346","Phoenix (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Phoenix","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80347","Portland, OR (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Portland, OR","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80348","Rome (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Rome","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80349","Salt Lake City (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Salt Lake City","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80350","San Diego (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to San Diego","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80351","San Francisco Bay Area (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to San Francisco Bay Area","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80352","Seattle (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Seattle","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80353","Shanghai (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Shanghai","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80354","Tokyo (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Tokyo","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80355","Toronto (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Toronto","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80356","Vancouver (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Vancouver","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80357","Washington, D.C. (Air Travel Destination)","IN_MARKET","in_market","Travel","Trips to Washington, D.C.","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80358","Atlanta (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Atlanta","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80359","Austin (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Austin","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80360","Beijing (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Beijing","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80361","Boston (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Boston","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80362","Caribbean (Hotel Location)","IN_MARKET","in_market","Travel","Trips to the Caribbean","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80363","Chicago (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Chicago","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80364","Dallas-Fort Worth (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Dallas-Fort Worth","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80365","Denver (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Denver","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80366","Detroit (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Detroit","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80367","Fort Lauderdale (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Fort Lauderdale","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80368","Hawaii (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Hawaii","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80369","Houston (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Houston","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80370","Las Vegas (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Las Vegas","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80371","London, UK (Hotel Location)","IN_MARKET","in_market","Travel","Trips to London, UK","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80372","Los Angeles (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Los Angeles","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80373","Miami (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Miami","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80374","Minneapolis-Saint Paul (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Minneapolis-Saint Paul","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80375","Nashville (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Nashville","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80376","New Orleans (Hotel Location)","IN_MARKET","in_market","Travel","Trips to New Orleans","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80377","New York City (Hotel Location)","IN_MARKET","in_market","Travel","Trips to New York City","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80378","Orlando (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Orlando","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80379","Paris (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Paris","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80380","Philadelphia (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Philadelphia","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80381","Phoenix (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Phoenix","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80382","Portland, OR (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Portland, OR","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80383","Rome (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Rome","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80384","Salt Lake City (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Salt Lake City","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80385","San Diego (Hotel Location)","IN_MARKET","in_market","Travel","Trips to San Diego","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80386","San Francisco Bay Area (Hotel Location)","IN_MARKET","in_market","Travel","Trips to San Francisco Bay Area","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80387","Seattle (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Seattle","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80388","Shanghai (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Shanghai","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80389","Tokyo (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Tokyo","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80390","Toronto (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Toronto","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80391","Vancouver (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Vancouver","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80392","Washington, D.C. (Hotel Location)","IN_MARKET","in_market","Travel","Trips to Washington, D.C.","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80393","Air Travel by Class","IN_MARKET","in_market","Travel","Air Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80394","Air Travel by Destination","IN_MARKET","in_market","Travel","Air Travel","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80395","Hotels by Location","IN_MARKET","in_market","Travel","Hotels & Accommodations","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80396","Hotels by Star Rating","IN_MARKET","in_market","Travel","Hotels & Accommodations","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80397","Business & First Class","IN_MARKET","in_market","Travel","Air Travel by Class","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80398","Economy Class","IN_MARKET","in_market","Travel","Air Travel by Class","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80399","1 & 2 Star Hotels","IN_MARKET","in_market","Travel","Hotels by Star Rating","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80400","3 Star Hotels","IN_MARKET","in_market","Travel","Hotels by Star Rating","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80401","4 Star Hotels","IN_MARKET","in_market","Travel","Hotels by Star Rating","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80402","5 Star Hotels","IN_MARKET","in_market","Travel","Hotels by Star Rating","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80403","Moving & Relocation","IN_MARKET","in_market","Real Estate","Real Estate","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80404","Wedding Planning","IN_MARKET","in_market","Gifts & Occasions","Gifts & Occasions","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80405","Economy, Compact & Mid-size Car Rental","IN_MARKET","in_market","Travel","Car Rental","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80406","Full-size & Standard Car Rental","IN_MARKET","in_market","Travel","Car Rental","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80407","Luxury, Convertible & Specialty Car Rental","IN_MARKET","in_market","Travel","Car Rental","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80408","Minivan & SUV Rental","IN_MARKET","in_market","Travel","Car Rental","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80409","Savings Accounts","IN_MARKET","in_market","Financial Services","Banking Services","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80410","Credit Reports & Monitoring Services","IN_MARKET","in_market","Financial Services","Credit & Lending","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80411","Home Equity Loans","IN_MARKET","in_market","Financial Services","Mortgage","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80412","Employment","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80413","Accounting & Finance Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80414","Clerical & Administrative Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80415","Education Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80416","Executive & Management Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80417","Government & Public Sector Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80418","Health & Medical Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80419","IT & Technical Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80420","Legal Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80421","Retail Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80422","Sales & Marketing Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80423","Temporary & Seasonal Jobs","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80424","Internships","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80425","Career Consulting Services","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80426","Resumes & Portfolios","IN_MARKET","in_market","Employment","Employment","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80428","Apparel & Accessories","IN_MARKET","in_market","","","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80429","Activewear","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80430","Costumes","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80431","Formal Wear","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80432","Handbags","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80433","Jewelry & Watches","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80434","Lingerie","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80435","Luggage","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
"80436","Men's Apparel","IN_MARKET","in_market","Apparel & Accessories","Apparel & Accessories","https://developers.google.com/static/google-ads/api/data/tables/in-market-categories.csv","2026-08-09"
